Geo Point,Geo Shape,ID,Fenómeno,Taxonomía,Rpve,Intensidad,Descripción,Fuente,Cvegeo,Alcaldía,Entidad,Área m2,Perime_M,Period_Ret,Intens_Uni,Intens_Num,int2,Prueba
"19.5007286429,-99.1537491538","{""type"": ""Polygon"", ""coordinates"": [[[-99.15637552670007, 19.501151583050095], [-99.15657324708341, 19.50166271664578], [-99.15694976177673, 19.502717252565663], [-99.15244213407837, 19.500764899431765], [-99.15056647888778, 19.500074489513157], [-99.15080643757159, 19.49902744305786], [-99.15274482235462, 19.499620524427513], [-99.15637552670007, 19.501151583050095]]]}",1459.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500010879,Gustavo A. Madero,Ciudad de México,87652.7976651,1663.78916042,5 años,% de area inundable,100,5,Prueba
"19.4688745665,-99.132853336","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.13529564583166, 19.468195154438476], [-99.1355016410304, 19.46830752534393], [-99.13586082239968, 19.468465068315503], [-99.13597499082469, 19.46847837416314], [-99.1361018059728, 19.468499925301014], [-99.13623601895985, 19.468522734307662], [-99.13720899366086, 19.468986109219436], [-99.13719788751702, 19.469590921639927], [-99.13716114655377, 19.469835206831203], [-99.13716346560513, 19.470737764338374], [-99.13720688831563, 19.470801375447653], [-99.13709209936493, 19.47093639025345], [-99.13690526576924, 19.471156145830818], [-99.13613077536417, 19.470999476521172], [-99.13556453966974, 19.470863173740682], [-99.1352082184714, 19.470777401318607], [-99.13476435392539, 19.47067055404261], [-99.13440562174515, 19.470584197513176], [-99.13435828291665, 19.470572802643098], [-99.13394689990572, 19.470473770761213], [-99.13354082194563, 19.470376015374423], [-99.13313307346151, 19.470277858843744], [-99.13269872099136, 19.47017329324809], [-99.1320031489695, 19.470005843960053], [-99.13159979677965, 19.469908740175622], [-99.13143101015639, 19.469868105038366], [-99.13098403164021, 19.469760497287634], [-99.13053060465349, 19.469651334912538], [-99.13003138250522, 19.46953114718719], [-99.12966470143306, 19.469442866835177], [-99.1294687714204, 19.469395695160674], [-99.12925976100927, 19.469345374870542], [-99.12887673899304, 19.469253159408808], [-99.12840732741485, 19.46914014218132], [-99.12869298978605, 19.46833203393887], [-99.12903118267855, 19.46736187615797], [-99.12937998445437, 19.466360650302875], [-99.13041417805866, 19.466700083304975], [-99.1309387001606, 19.466872145283766], [-99.13142320855286, 19.46703103266263], [-99.13247867141376, 19.46738909915562], [-99.13351648860358, 19.46769965063617], [-99.13439821660204, 19.467943940693626], [-99.13522058508495, 19.468169731892594], [-99.13529564583166, 19.468195154438476]]]]}",1557.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011754,Gustavo A. Madero,Ciudad de México,260343.119434,2370.42386648,5 años,% de area inundable,100,5,Prueba
"19.5024094573,-99.1522727691","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.15431044027294, 19.503907582790198], [-99.15356501961828, 19.50419537118436], [-99.15274802493187, 19.50451079124843], [-99.15205121966042, 19.504779803840144], [-99.15096348111733, 19.505199665756702], [-99.15032102570173, 19.50356989154792], [-99.14941836447291, 19.501279967711262], [-99.14922691194549, 19.500794272924818], [-99.14885771248707, 19.499857640785443], [-99.1486191552796, 19.499252432439594], [-99.15056647888778, 19.500074489513157], [-99.15244213407837, 19.500764899431765], [-99.15694976177673, 19.502717252565663], [-99.15718110600666, 19.50284888397602], [-99.15510480945485, 19.5036048792754], [-99.15507816012705, 19.503614582209146], [-99.15492336905061, 19.503670941524312], [-99.15431044027294, 19.503907582790198]]]]}",1736.0,Hidrometeorológicos,Inundaciones,Peligro,Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500010510,Gustavo A. Madero,Ciudad de México,249848.140296,2388.03992504,5 años,% de area inundable,73 a 99,4,Prueba
"19.4832274269,-99.1458301825","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.14752600171265, 19.48399621848344], [-99.14641777460102, 19.484377354691475], [-99.14606912263194, 19.484502360431378], [-99.14554564543849, 19.484691421576205], [-99.14499304495877, 19.484888135612916], [-99.14436865937657, 19.48511198246516], [-99.14320966902233, 19.48552750089499], [-99.14292851010516, 19.484814073394233], [-99.14219744166881, 19.482959001136894], [-99.1428960932617, 19.482715221560564], [-99.1435286525491, 19.482501423068925], [-99.14393502418645, 19.48236408667023], [-99.14437691010612, 19.482484472636106], [-99.14481027083029, 19.482595319200097], [-99.14524141284278, 19.482706453954915], [-99.14553685322203, 19.481113051582916], [-99.14593253490082, 19.481237745053598], [-99.1463570604855, 19.48135265226751], [-99.14678048643478, 19.481467160309677], [-99.14721791717317, 19.481585431569805], [-99.14765431826677, 19.48170344429877], [-99.14810163478184, 19.481824447736752], [-99.14863011066595, 19.481943351865254], [-99.14884302793122, 19.480908447627804], [-99.14940566107776, 19.482452143731056], [-99.1497201177523, 19.483238152129132], [-99.14907656117961, 19.483464237222876], [-99.14867829504787, 19.483600937831795], [-99.14829494328865, 19.483732480932783], [-99.14790713745727, 19.483865514382842], [-99.14752600171265, 19.48399621848344]]]]}",1740.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011241,Gustavo A. Madero,Ciudad de México,201347.847712,2275.13284488,5 años,% de area inundable,100,5,Prueba
"19.5123472858,-99.1278375968","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.12098182600249, 19.51626733550667], [-99.12136281663895, 19.51603960305411], [-99.12209732407807, 19.515571031379572], [-99.12230002308756, 19.51541990113368], [-99.12243597555376, 19.51530064079846], [-99.12265250019115, 19.515093850075825], [-99.12305039307603, 19.514647993976237], [-99.12357794909096, 19.514018206393505], [-99.12417708486393, 19.51317084813564], [-99.1241412324372, 19.512859633942394], [-99.12424505250804, 19.51229391160025], [-99.12440295031017, 19.51161153137339], [-99.12441661947578, 19.51114132551835], [-99.12494977805243, 19.510617193912662], [-99.12537193344234, 19.510201097206032], [-99.12572641253678, 19.509851701254654], [-99.12649675613447, 19.5090923955827], [-99.12802771524491, 19.50758334310169], [-99.12881316987156, 19.506809115217578], [-99.12957356425811, 19.506059575206415], [-99.12979119503858, 19.50581991474517], [-99.1298565387915, 19.505878913303214], [-99.13062821264013, 19.506166474921297], [-99.13086583088585, 19.50628639277799], [-99.13107898216414, 19.506393962986348], [-99.1315786445646, 19.50667425897117], [-99.131884627447, 19.50690902681466], [-99.1320610564568, 19.507030029754354], [-99.13226947532405, 19.50714048448407], [-99.13352866292902, 19.50781878136314], [-99.13381734112295, 19.50800885773966], [-99.13420587838098, 19.50832656666319], [-99.13527885672687, 19.508964832670987], [-99.13440090692701, 19.510360751243905], [-99.13373544618416, 19.511350731658034], [-99.13346515642968, 19.511281325083583], [-99.13299030222791, 19.510607641752124], [-99.13241959960716, 19.509790607847812], [-99.1315836995293, 19.511035532260287], [-99.13091668264798, 19.512638701554568], [-99.13086376898627, 19.51284200385954], [-99.13071814209857, 19.512789207414347], [-99.1305106783311, 19.512949099866045], [-99.13043638780296, 19.51300535283362], [-99.12990363236466, 19.513702241006282], [-99.1299123248142, 19.514238495668504], [-99.12919705113954, 19.515005625810225], [-99.12866987850387, 19.515597058248435], [-99.12823876586795, 19.51613690651685], [-99.12802525861804, 19.516395364065055], [-99.12725816199072, 19.51728716167286], [-99.12718138267938, 19.517229512287425], [-99.12664910459759, 19.516829850219057], [-99.12642415914026, 19.516658788549126], [-99.1252317769779, 19.518148661367654], [-99.12598224167537, 19.518643997134316], [-99.12670259215534, 19.51905187968208], [-99.12595115793178, 19.519234953056266], [-99.12436452417715, 19.519599524916924], [-99.1242475263741, 19.51948399542566], [-99.12388843392135, 19.51912940603587], [-99.1210147185986, 19.516291647994613], [-99.12098182600249, 19.51626733550667]]]]}",2089.0,Hidrometeorológicos,Inundaciones,Peligro,Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500013356,Gustavo A. Madero,Ciudad de México,907652.737239,5032.20613402,5 años,% de area inundable,73 a 99,4,Prueba
"19.4825480833,-99.0666441338","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.06417652867529, 19.481465915158992], [-99.063745255394, 19.481370771081252], [-99.06327781763169, 19.481267648042586], [-99.06361037359478, 19.479969565032306], [-99.0641033323643, 19.480065151632694], [-99.06457158257813, 19.48016659524622], [-99.0650517636195, 19.48027350879636], [-99.06535178469042, 19.48033943472752], [-99.06573100583797, 19.480427368965564], [-99.06584083400448, 19.480450521446848], [-99.06616482406365, 19.480518821406005], [-99.06632124359798, 19.480551795129003], [-99.06664709436214, 19.480620484711835], [-99.06671193392714, 19.480634154843813], [-99.06705962143947, 19.4807074471687], [-99.0671612452094, 19.48072887031383], [-99.0674431958651, 19.480788304047188], [-99.06762571796125, 19.4808267796534], [-99.06779735593756, 19.480862959772935], [-99.0681152448145, 19.48092997012353], [-99.06815375456543, 19.480938086196815], [-99.06849774352185, 19.481010596593258], [-99.06860061892165, 19.481032281988316], [-99.06887373947933, 19.481089853151364], [-99.06901340162838, 19.481119292737954], [-99.06922850492144, 19.481164633412508], [-99.06949046767066, 19.48121985155019], [-99.06933943156892, 19.481623574523283], [-99.06881863712233, 19.48301204708614], [-99.0686912235528, 19.48296912045848], [-99.06823624584854, 19.484474117656262], [-99.0677266432538, 19.48434574505525], [-99.06743256992473, 19.48551411728344], [-99.0670363852816, 19.487007950756244], [-99.06671433485515, 19.486245135086033], [-99.06629287014303, 19.485246843926884], [-99.06607289417404, 19.484725791036812], [-99.06578465161977, 19.484043037086714], [-99.06546413716418, 19.4832838306519], [-99.06515287361553, 19.4825465339818], [-99.06485289887692, 19.48183596569699], [-99.06469974327368, 19.481656387824373], [-99.06455887354595, 19.48155026294149], [-99.06450769289742, 19.481538972228538], [-99.06417652867529, 19.481465915158992]]]]}",2096.0,Hidrometeorológicos,Inundaciones,Peligro,Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011542,Gustavo A. Madero,Ciudad de México,208086.019498,2335.77205738,5 años,% de area inundable,73 a 99,4,Prueba
"19.5639673373,-99.1335094756","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.1320815537099, 19.566764028945556], [-99.13216594224905, 19.566418382996606], [-99.13226070545858, 19.565923248672455], [-99.13226830569215, 19.56588359944433], [-99.13227039704803, 19.565831052480963], [-99.13226869487251, 19.565610805151], [-99.13224764530747, 19.565465017596615], [-99.1321479562281, 19.56505823671109], [-99.13205122345515, 19.564660533714186], [-99.13201736674928, 19.56457453243539], [-99.1319670592325, 19.564412543200675], [-99.13195121819403, 19.56436214122005], [-99.13187347537263, 19.56420561721542], [-99.13176570560086, 19.564058542456326], [-99.13166035558918, 19.56396473119465], [-99.13155911879885, 19.563888782995157], [-99.13146159201362, 19.5638213470871], [-99.13171926183743, 19.563419955474163], [-99.13177891527302, 19.563318235227264], [-99.13183704950201, 19.563285800084056], [-99.13228446201438, 19.562583829310633], [-99.13244818024913, 19.562344069822068], [-99.13265839258536, 19.56199677157458], [-99.13292334570531, 19.561493238924946], [-99.13349714606261, 19.560442343370426], [-99.1337722984714, 19.559873792139133], [-99.13428976920461, 19.560133655768933], [-99.13469445910006, 19.560324162199684], [-99.13459163735072, 19.56075371506263], [-99.13456565730753, 19.560938053625925], [-99.13475383185079, 19.561028744264135], [-99.13503108660346, 19.56116228668174], [-99.13592628133064, 19.561593456041642], [-99.13576749809685, 19.562049918107633], [-99.13576474311928, 19.562070687410383], [-99.13566929761215, 19.562331048211906], [-99.13558680131524, 19.562577997456806], [-99.13555258119008, 19.562652418016196], [-99.13542762853307, 19.562985849305587], [-99.13522483189742, 19.56351723707045], [-99.13517718868412, 19.563704956957807], [-99.13492632725753, 19.564303843530617], [-99.13471703742496, 19.564714158297132], [-99.13465625304833, 19.564807177420757], [-99.13459773871999, 19.564913179965217], [-99.13450442260667, 19.565083679114935], [-99.13442890092486, 19.565231971727894], [-99.1343393238755, 19.565400260922843], [-99.13424688883137, 19.565573282039807], [-99.13416095530704, 19.565739961882407], [-99.13406704679906, 19.565927599284844], [-99.1339726115925, 19.56607283623295], [-99.13386173778773, 19.56632310532851], [-99.1336884715566, 19.56665887122859], [-99.13348879854458, 19.567047202433614], [-99.13321540829965, 19.567538350839385], [-99.13306777648737, 19.56781095866129], [-99.13304081434399, 19.56787662599704], [-99.13261502162152, 19.568472839938813], [-99.13251661180908, 19.568611903425868], [-99.1324301339984, 19.56883182649792], [-99.13239559546936, 19.568932524582173], [-99.13229911589515, 19.56888577108499], [-99.13170540989533, 19.568612282919393], [-99.1317472350681, 19.568485475978445], [-99.13176563384961, 19.568447126684426], [-99.13180310377916, 19.5681235841193], [-99.1318447416582, 19.56781660315927], [-99.13197125305597, 19.5671663905654], [-99.13199757703492, 19.567125648591723], [-99.1320815537099, 19.566764028945556]]]]}",2155.0,Hidrometeorológicos,Inundaciones,Peligro,Bajo,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500012729,Gustavo A. Madero,Ciudad de México,221370.069296,2377.34527919,5 años,% de area inundable,26 a 49,2,Prueba
"19.4843818476,-99.1012129683","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.10147952205739, 19.486977732039673], [-99.1010459104906, 19.486807023475098], [-99.1009355775366, 19.486762730777276], [-99.10058763094172, 19.486638314272525], [-99.10043629148278, 19.486584196191146], [-99.10011178654761, 19.486458980805548], [-99.0996672182391, 19.486286616730244], [-99.09928179256174, 19.486141216052715], [-99.09915793741601, 19.48609496289094], [-99.09865389651632, 19.485906679661376], [-99.09877638678377, 19.485632854020718], [-99.09870806399962, 19.485600540116476], [-99.09914020655032, 19.48548770787407], [-99.09983795868136, 19.48531667771058], [-99.10052777501039, 19.48515249429433], [-99.1004021229775, 19.484654682746477], [-99.1002803446262, 19.484183291751574], [-99.1001585255342, 19.483719048196164], [-99.10003264458064, 19.4832234003997], [-99.09991469231359, 19.482742607538693], [-99.10113501359507, 19.482443991840434], [-99.10239378065069, 19.48213263127248], [-99.10333122613278, 19.481901787407647], [-99.10312819694342, 19.482468735933285], [-99.10292265722705, 19.48304041052528], [-99.10276784511724, 19.483460018057034], [-99.10271960439775, 19.483590705771483], [-99.1025131877742, 19.48414966945828], [-99.10230230795133, 19.484725701367744], [-99.10202547827768, 19.485495975497155], [-99.10175003536801, 19.486262553845194], [-99.10163733346964, 19.4865606213971], [-99.10147952205739, 19.486977732039673]]]]}",2174.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011472,Gustavo A. Madero,Ciudad de México,125737.382994,1796.65979249,5 años,% de area inundable,100,5,Prueba
"19.4531671271,-99.0835689827","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.08221513715105, 19.451995693177974], [-99.0827791432921, 19.45220044282896], [-99.08321176478042, 19.452348694498394], [-99.08365537206632, 19.452500707288067], [-99.08409001567642, 19.45264964758479], [-99.08446101585825, 19.45277064173535], [-99.08493760245545, 19.452926146949807], [-99.08539226796988, 19.45308327399948], [-99.08500415015784, 19.45407633386147], [-99.08491833633273, 19.45428402501824], [-99.08445724505681, 19.45419324552517], [-99.08398721439337, 19.45402784437174], [-99.08361180822497, 19.453895831132108], [-99.08316987113054, 19.453736665915475], [-99.08273363934462, 19.45358180707994], [-99.08231536056616, 19.453434153736133], [-99.08175553574823, 19.45321688961904], [-99.08221513715105, 19.451995693177974]]]]}",2178.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500012339,Gustavo A. Madero,Ciudad de México,51620.1780133,992.822498077,5 años,% de area inundable,100,5,Prueba
"19.4844533279,-99.1225130736","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.12493414511896, 19.482862627495106], [-99.12548115253645, 19.48304464069288], [-99.1258967463524, 19.4831829909058], [-99.12607984955238, 19.483243847643315], [-99.12616942067156, 19.48320764373419], [-99.1270933790843, 19.482008159774093], [-99.12773912747555, 19.48243465629081], [-99.12696484057682, 19.483375327483948], [-99.12686198699475, 19.483503797727106], [-99.12650996679015, 19.483929062027702], [-99.12518979040952, 19.485573575720547], [-99.12503400796136, 19.485762877451286], [-99.12448511658427, 19.486421255343014], [-99.12381338926133, 19.487210850707612], [-99.12357234592605, 19.487118203444915], [-99.12305721726332, 19.48689297428357], [-99.12267064725718, 19.48670921029563], [-99.12260739789731, 19.486685941275496], [-99.12218748521181, 19.48650938826861], [-99.12174676338499, 19.486327106946824], [-99.1212852351267, 19.486110292428265], [-99.12092144007049, 19.485953496210925], [-99.12081820896825, 19.4860198160349], [-99.12012587071642, 19.486862145064016], [-99.119927979081, 19.486709477860902], [-99.11989726441098, 19.486641444212204], [-99.11960324588438, 19.486499656533773], [-99.11916094852883, 19.48628907213335], [-99.11909019071781, 19.48625272310117], [-99.11837694560342, 19.485877586384447], [-99.11866814372371, 19.485133872652604], [-99.11902712787155, 19.484211102597186], [-99.11939368163186, 19.483262446196267], [-99.11994583989024, 19.481880046066397], [-99.12037635329197, 19.482032516051817], [-99.12074505121181, 19.482163926691108], [-99.12110725728022, 19.482293026323045], [-99.12114616637626, 19.482306897264834], [-99.1215140782509, 19.48243803884882], [-99.1217830020189, 19.482533903586035], [-99.12219556562756, 19.482680986096863], [-99.12258713385508, 19.482820599538744], [-99.12304316559087, 19.482983225652493], [-99.12331249858435, 19.482323316177162], [-99.12375766434793, 19.48247133544604], [-99.12413416146009, 19.482596536817294], [-99.12453146788731, 19.48272867813958], [-99.12493414511896, 19.482862627495106]]]]}",2206.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011260,Gustavo A. Madero,Ciudad de México,325671.400944,2813.33969379,5 años,% de area inundable,100,5,Prueba
